scope_type:  CONSTRUCTION
scope_id:    con_2e2dcdf2591b0819

resource_code     determinant  name                                                                                                                                                                                                                                                     unit      estimate_price  total_consumption  estimate_amount       estimates_count
С1022-0504-У005   19           Щебень из природного камня для строительных работ фракции 10-20 мм                                                                                                                                                                                       м3        0.0000          1.825200           0.0000000000          1
С1022-0504-У006   19           Щебень из природного камня для строительных работ фракции 5-10 мм                                                                                                                                                                                        м3        0.0000          2.028000           0.0000000000          1
С1023-0102-1104   19           Песок природный для строительных работ I класс, средний                                                                                                                                                                                                  м3        0.0000          6.618100           0.0000000000          1
С1023-0102-1118   19           Песок природный для строительных работ II класс, средний                                                                                                                                                                                                 м3        0.0000          3.499511           0.0000000000          2
С1023-0102-У001   19           Песок для строительных работ природный                                                                                                                                                                                                                   м3        0.0000          398.259250         0.0000000000          2
С1023-0102-У006   19           Песок строительный                                                                                                                                                                                                                                       м3        0.0000          157.377000         0.0000000000          1
С1023-0102-У109   19           Песок для строительных работ                                                                                                                                                                                                                             м3        0.0000          53.181306          0.0000000000          1
С1041-0205-У104   19           Смеси бетонные тяжелого бетона                                                                                                                                                                                                                           м3        0.0000          16503.906723       0.0000000000          4
С1041-0205-У211   19           Смеси бетонные тяжелого конструкционного бетона                                                                                                                                                                                                          м3        0.0000          15067.563350       0.0000000000          2
С1043-0107-0025   19           Раствор штукатурный, известковый, М100                                                                                                                                                                                                                   м3        0.0000          62.899000          0.0000000000          1
С1043-0107-0027   19           Раствор штукатурный, известковый, М200                                                                                                                                                                                                                   м3        0.0000          1.707300           0.0000000000          1
С1043-0109-0014   19           Раствор готовый кладочный, цементный, М100                                                                                                                                                                                                               м3        0.0000          93.061500          0.0000000000          4
С1043-0109-У002   19           Раствор готовый кладочный тяжелый цементный                                                                                                                                                                                                              м3        0.0000          512.397000         0.0000000000          1
С1043-0109-У108   19           Раствор готовый отделочный тяжелый                                                                                                                                                                                                                       м3        0.0000          0.900404           0.0000000000          1
С1043-0109-У110   19           Растворы на цементном вяжущем                                                                                                                                                                                                                            м3        0.0000          38.760000          0.0000000000          1
С1043-0112-0003   19           Раствор кладочный, цементно-известковый, М50                                                                                                                                                                                                             м3        0.0000          525.538490         0.0000000000          1
С1043-0112-У103   19           Растворы цементно-известковые                                                                                                                                                                                                                            м3        0.0000          580.738773         0.0000000000          2
С1043-0112-У1701  19           Растворы отделочные цементно-известковые                                                                                                                                                                                                                 м3        0.0000          114.158079         0.0000000000          1
С1043-0209-У002   19           Смеси на цементной основе                                                                                                                                                                                                                                т         0.0000          12.822453          0.0000000000          2
С1043-0209-У212   19           Смеси сухие фуговочные                                                                                                                                                                                                                                   т         0.0000          0.489600           0.0000000000          1
С1043-0213-У104   19           Смеси цементно-песчаные                                                                                                                                                                                                                                  т         0.0000          533.290319         0.0000000000          1
С1051-0309-0010   30           Перемычки брусковые железобетонные, объем до 0,5 м3, бетон В15, расход арматуры до 50 кг/м3                                                                                                                                                              м3        0.0000          0.258000           0.0000000000          1
С1051-0309-0046   30           Перемычки брусковые железобетонные, объем до 0,2 м3, бетон В15, расход арматуры от 50 до 100 кг/м3                                                                                                                                                       м3        0.0000          0.219600           0.0000000000          1
С1051-0316-У104   30           Конструкции сборные железобетонные                                                                                                                                                                                                                       шт        0.0000          600.000000         0.0000000000          1
С1052-0201-0051   30           Блоки бетонные сплошные для стен подвалов типа ФБС, бетон В7,5                                                                                                                                                                                           м3        0.0000          14.711000          0.0000000000          1
С1052-0201-У105   30           Блоки бетонные для стен подвалов                                                                                                                                                                                                                         шт        0.0000          2800.000000        0.0000000000          1
С1052-0212-У1401  30           Брусчатка гранитная пилено-колотая                                                                                                                                                                                                                       м3        0.0000          768.060000         0.0000000000          1
С1052-0221-У501   30           Плитки тротуарные декоративные                                                                                                                                                                                                                           м2        0.0000          10045.357800       0.0000000000          1
С1061-0105-У116   19           Кирпич керамический или силикатный                                                                                                                                                                                                                       1000 шт   0.0000          1248.025295        0.0000000000          2
С1061-0105-У117   19           Кирпич керамический или силикатный лицевой                                                                                                                                                                                                               1000 шт   0.0000          1143.553710        0.0000000000          1
С1062-0503-У210   19           Плиты керамогранитные крупноразмерные                                                                                                                                                                                                                    м2        0.0000          2080.800000        0.0000000000          1
С1062-0503-У602   19           Плиты керамогранитные 600х600 мм                                                                                                                                                                                                                         м2        0.0000          6349.081800        0.0000000000          1
С1071-0101-У102   31           Дверь противопожарная металлическая                                                                                                                                                                                                                      шт        0.0000          0.000000           0.0000000000          2
С1071-0103-У001   31           Блоки дверные металлические                                                                                                                                                                                                                              м2        0.0000          5.460000           0.0000000000          1
С1072-0501-У303   31           Ограждения лестничных проемов                                                                                                                                                                                                                            м         0.0000          0.000000           0.0000000000          1
С1072-0502-У001   31           Панели многослойные стеновые с обшивкой из профильного настила                                                                                                                                                                                           м2        0.0000          0.000000           0.0000000000          1
С1072-0712-У001   31           Конструкции стальные                                                                                                                                                                                                                                     т         0.0000          30.699200          0.0000000000          2
С1072-0713-У013   31           Конструкции стальные нащельников и деталей обрамления                                                                                                                                                                                                    т         0.0000          109.938492         0.0000000000          1
С1081-0207-У103   31           Дополнительные элементы металлочерепичной кровли: разжелобки, коньки, ендовы, карнизные и торцевые планки, заглушки и т.д.                                                                                                                               шт        0.0000          0.000000           0.0000000000          1
С1081-0217-У003   19           Сетки в рамках                                                                                                                                                                                                                                           м2        0.0000          0.000000           0.0000000000          2
С1081-0217-У1601  19           Сетки стальные плетеные для штукатурных работ                                                                                                                                                                                                            м2        0.0000          2191.320000        0.0000000000          1
С1081-0225-У002   31           Крепежные детали для крепления профилированного настила к несущим конструкциям                                                                                                                                                                           т         0.0000          0.000000           0.0000000000          1
С1083-0306-0001   20           Проволока вязальная                                                                                                                                                                                                                                      кг        0.0000          2165.877270        0.0000000000          2
С1083-0905-У001   20           Стальной гнутый профиль (профилированный настил)                                                                                                                                                                                                         т         0.0000          0.000000           0.0000000000          1
С1084-0101-У302   20           Анкеры стальные фундаментные                                                                                                                                                                                                                             т         0.0000          0.090600           0.0000000000          1
С1084-0102-У002   20           Детали закладные и накладные                                                                                                                                                                                                                             т         0.0000          0.120200           0.0000000000          1
С1084-0301-0012   20           Проволока арматурная из низкоуглеродистой стали, класс Вр-1, диаметр 4-5 мм                                                                                                                                                                              т         0.0000          0.151600           0.0000000000          2
С1084-0302-0002   20           Сталь арматурная горячекатаная гладкая, класс A-I, диаметр 6-22 мм                                                                                                                                                                                       т         0.0000          1.374564           0.0000000000          6
С1084-0303-0002   20           Прокат арматурный для железобетонных конструкций, класс A500C, диаметр 8 мм                                                                                                                                                                              т         0.0000          0.101300           0.0000000000          2
С1084-0303-У301   20           Заготовки арматурные                                                                                                                                                                                                                                     т         0.0000          51.047030          0.0000000000          3
С1091-0101-У001   20           Витражи из алюминиевых сплавов с нащельниками и сливами                                                                                                                                                                                                  м2        0.0000          0.000000           0.0000000000          1
С1094-0301-У301   20           Блоки оконные пластиковые                                                                                                                                                                                                                                м2        0.0000          3063.000000        0.0000000000          1
С1111-0110-У001   19           Наличники                                                                                                                                                                                                                                                м         0.0000          5632.480000        0.0000000000          1
С1111-0115-У101   19           Поручни деревянные                                                                                                                                                                                                                                       м         0.0000          3895.788000        0.0000000000          1
С1111-0301-0061   19           Бруски обрезные хвойных пород (ель, сосна), естественной влажности, длина 2-6,5 м, ширина 20-90 мм, толщина 20-90 мм, сорт I                                                                                                                             м3        0.0000          3.952404           0.0000000000          2
С1111-0301-0065   19           Брус обрезной хвойных пород (ель, сосна), естественной влажности, длина 2-6,5 м, ширина 100 и более мм, толщина 100 и более мм, сорт I                                                                                                                   м3        0.0000          1.736640           0.0000000000          2
С1111-0301-0066   19           Брус обрезной хвойных пород (ель, сосна), естественной влажности, длина 2-6,5 м, ширина 100 и более мм, толщина 100 и более мм, сорт II                                                                                                                  м3        0.0000          0.220746           0.0000000000          1
С1111-0301-У302   19           Бруски обрезные хвойных пород (ель, сосна), естественной влажности, длина 2-6,5 м, ширина 20-90 мм, толщина 20-90 мм                                                                                                                                     м3        0.0000          0.588656           0.0000000000          1
С1111-0306-0070   19           Доска обрезная хвойных пород, естественной влажности, длина 2-6,5 м, ширина 100-250 мм, толщина 25 мм, сорт II                                                                                                                                           м3        0.0000          9.792900           0.0000000000          1
С1111-0306-0074   19           Доска обрезная хвойных пород, естественной влажности, длина 2-6,5 м, ширина 100-250 мм, толщина 30-40 мм, сорт II                                                                                                                                        м3        0.0000          130.568736         0.0000000000          2
С1111-0306-0123   19           Доска обрезная хвойных пород, сухая, длина 2-6,5 м, ширина 100-250 мм, толщина 44-50 мм, сорт I                                                                                                                                                          м3        0.0000          3.053653           0.0000000000          1
С1112-0201-У001   30           Блоки дверные                                                                                                                                                                                                                                            м2        0.0000          1626.000000        0.0000000000          1
С1112-0405-У001   30           Рейки деревянные                                                                                                                                                                                                                                         м3        0.0000          0.622459           0.0000000000          1
С1113-0102-У101   30           Блоки дверные входные из поливинилхлоридных профилей                                                                                                                                                                                                     м2        0.0000          189.000000         0.0000000000          1
С1113-0202-У301   30           Блоки оконные пластиковые                                                                                                                                                                                                                                м2        0.0000          1016.000000        0.0000000000          1
С1113-0301-У001   19           Доски подоконные ПВХ                                                                                                                                                                                                                                     м         0.0000          0.000000           0.0000000000          2
С1121-0103-У1601  19           Пленки подкровельные гидроизоляционные, антиконденсатные                                                                                                                                                                                                 м2        0.0000          2930.160000        0.0000000000          1
С1121-0302-У001   19           Металлочерепица                                                                                                                                                                                                                                          м2        0.0000          3182.760000        0.0000000000          1
С1122-0315-У002   19           Материалы теплоизоляционные из минеральных волокон                                                                                                                                                                                                       м2        0.0000          1551.149100        0.0000000000          2
С1122-0505-У102   19           Плиты теплоизоляционные                                                                                                                                                                                                                                  м2        0.0000          203.341327         0.0000000000          1
С1122-0508-У301   19           Изделия теплоизоляционные                                                                                                                                                                                                                                м3        0.0000          0.000000           0.0000000000          1
С1122-0511-У104   19           Изделия теплоизоляционные                                                                                                                                                                                                                                м3        0.0000          45.178044          0.0000000000          2
С1141-0602-У001   19           Клей для облицовочных работ (сухая смесь)                                                                                                                                                                                                                т         0.0000          74.695080          0.0000000000          1
С1142-0601-У001   19           Антисептик-антипирен                                                                                                                                                                                                                                     кг        0.0000          3910.920000        0.0000000000          1
С1144-0101-0003   19           Грунтовка ГФ-021                                                                                                                                                                                                                                         т         0.0000          0.963932           0.0000000000          2
С1144-0121-У001   19           Грунтовка                                                                                                                                                                                                                                                т         0.0000          0.000000           0.0000000000          2
С1162-0102-0001   19           Земля растительная                                                                                                                                                                                                                                       м3        0.0000          35.880000          0.0000000000          1
С1162-0102-У001   19           Земля растительная                                                                                                                                                                                                                                       м3        0.0000          27077.906000       0.0000000000          1
С1162-0203-У102   19           Деревья-саженцы                                                                                                                                                                                                                                          шт        0.0000          120.000000         0.0000000000          1
С1162-0207-У003   19           Семена газонных трав                                                                                                                                                                                                                                     кг        0.0000          2707.790600        0.0000000000          1
С1181-0201-У109   23           Задвижки                                                                                                                                                                                                                                                 шт        0.0000          0.000000           0.0000000000          2
С1181-0906-У108   23           Арматура муфтовая                                                                                                                                                                                                                                        шт        0.0000          0.000000           0.0000000000          2
С1181-1007-У301   23           Клапаны терморегуляторов                                                                                                                                                                                                                                 шт        0.0000          200.000000         0.0000000000          1
С1181-1010-У102   32           Смесители                                                                                                                                                                                                                                                шт        0.0000          20.000000          0.0000000000          1
С1182-0106-У103   32           Унитазы                                                                                                                                                                                                                                                  компл     0.0000          20.000000          0.0000000000          2
С1182-0202-У101   32           Ванны                                                                                                                                                                                                                                                    компл     0.0000          10.000000          0.0000000000          1
С1182-0203-У102   32           Кабина душевая                                                                                                                                                                                                                                           компл     0.0000          10.000000          0.0000000000          1
С1182-0207-У101   32           Поддоны душевые                                                                                                                                                                                                                                          компл     0.0000          10.000000          0.0000000000          1
С1182-0208-У102   32           Умывальники                                                                                                                                                                                                                                              компл     0.0000          20.000000          0.0000000000          2
С1182-0608-У301   23           Подводки гибкие                                                                                                                                                                                                                                          шт        0.0000          20.000000          0.0000000000          2
С1185-0805-У303   19           Кронштейны стальные настенные для крепления стальных панельных радиаторов                                                                                                                                                                                100 шт    0.0000          4.000000           0.0000000000          1
С1185-1006-У301   32           Радиаторы стальные панельные                                                                                                                                                                                                                             шт        0.0000          200.000000         0.0000000000          1
С1191-0102-У101   31           Воздуховоды металлические                                                                                                                                                                                                                                м2        0.0000          11144.470000       0.0000000000          2
С1191-0111-У001   19           Крепления                                                                                                                                                                                                                                                кг        0.0000          0.000000           0.0000000000          2
С1191-0111-У102   19           Заглушки питометражных лючков                                                                                                                                                                                                                            шт        0.0000          0.000000           0.0000000000          2
С1191-0208-У301   31           Воздухораспределители                                                                                                                                                                                                                                    шт        0.0000          22.000000          0.0000000000          2
С1192-0105-У001   19           Вставки гибкие                                                                                                                                                                                                                                           м2        0.0000          1.140000           0.0000000000          1
С1192-0309-У107   19           Решетки жалюзийные                                                                                                                                                                                                                                       шт        0.0000          5.000000           0.0000000000          2
С1193-0101-У102   19           Дроссель-клапаны в патрубке                                                                                                                                                                                                                              шт        0.0000          0.000000           0.0000000000          2
С1193-0102-У102   19           Заслонки унифицированные или клапаны                                                                                                                                                                                                                     шт        0.0000          23.000000          0.0000000000          1
С1193-0109-У101   19           Клапаны обратные                                                                                                                                                                                                                                         шт        0.0000          1.000000           0.0000000000          1
С1193-0207-У102   19           Шиберы                                                                                                                                                                                                                                                   шт        0.0000          0.000000           0.0000000000          2
С1193-0305-У101   19           Фильтры воздушные ячейковые                                                                                                                                                                                                                              шт        0.0000          0.000000           0.0000000000          1
С1194-0202-У101   30           Шумоглушители трубчатые                                                                                                                                                                                                                                  шт        0.0000          2.000000           0.0000000000          1
С1194-0203-У301   30           Шумоглушители трубчатые                                                                                                                                                                                                                                  шт        0.0000          2.000000           0.0000000000          1
С1231-0207-У108   23           Крепления                                                                                                                                                                                                                                                кг        0.0000          0.000000           0.0000000000          2
С1241-0201-У210   23           Хомуты для крепления труб                                                                                                                                                                                                                                10 шт     0.0000          462.109040         0.0000000000          2
С1243-0202-У001   21           Трубы безнапорные канализационные из полипропилена                                                                                                                                                                                                       м         0.0000          1993.784440        0.0000000000          2
С1243-0205-У210   21           Труба напорная из полипропилена                                                                                                                                                                                                                          м         0.0000          2836.298000        0.0000000000          2
С1243-0519-У110   23           Фасонные и соединительные части                                                                                                                                                                                                                          шт        0.0000          0.000000           0.0000000000          2
С1243-0519-У111   23           Фасонные и соединительные части к полипропиленовым трубам                                                                                                                                                                                                шт        0.0000          0.000000           0.0000000000          2
С291-0601-003     37           Домкраты гидравлические, грузоподъемность 63-100 т                                                                                                                                                                                                       маш.-ч    0.0000          628.076306         0.0000000000          1
С291-0603-047     37           Лебедки ручные и рычажные тяговым усилием 31,39 кН (3,2 т)                                                                                                                                                                                               маш.-ч    0.0000          185.844232         0.0000000000          2
С291-0603-055     37           Лебедки электрические тяговым усилием 19,62 кН (2 т)                                                                                                                                                                                                     маш.-ч    0.0000          76.028035          0.0000000000          4
С291-0603-061     37           Лебедки электрические тяговым усилием до 12,26 кН (1,25 т)                                                                                                                                                                                               маш.-ч    0.0000          54.360990          0.0000000000          1
С291-0704-001     37           Вибраторы глубинные                                                                                                                                                                                                                                      маш.-ч    0.0000          4001.458520        0.0000000000          2
С291-0704-002     37           Вибраторы поверхностные                                                                                                                                                                                                                                  маш.-ч    0.0000          4470.376243        0.0000000000          3
